2,0,1.99928,0.0599749,0.000104404,9.39533e-08;
2,1,1.96879,1.05935,7.84269e-05,2.2706e-05;
2,-1,2.0294,-0.939719,8.43686e-05,1.809e-05;
2,2,1.93894,2.05888,4.66932e-05,5.26486e-05;
2,-2,2.05908,-1.93911,5.40024e-05,4.7893e-05;
3,-2,3.05842,-1.90899,7.43536e-05,2.89678e-05;
3,1,2.96846,1.08944,9.07985e-05,1.22299e-05;
3,2,2.93943,2.08961,6.22743e-05,3.14711e-05;
3,-1,3.02856,-0.909556,8.88869e-05,8.01723e-06;
3,0,2.99921,0.0899819,9.80927e-05,8.82946e-08;
4,-1,4.02851,-0.879655,9.71983e-05,4.63441e-06;
4,0,3.99854,0.119971,0.000102865,9.26006e-08;
4,1,3.96854,1.1196,8.90151e-05,7.08484e-06;
4,-2,4.05867,-1.87936,8.00574e-05,1.71653e-05;
4,2,3.93809,2.11899,8.48641e-05,2.45703e-05;
5,1,4.96763,1.14947,9.16523e-05,4.90732e-06;
5,0,4.99747,0.149948,0.000101687,9.15474e-08;
5,-2,5.05723,-1.84895,8.09504e-05,1.08205e-05;
5,-1,5.02763,-0.849572,9.85193e-05,2.81317e-06;
5,2,4.93777,2.14906,8.60434e-05,1.62986e-05;
6,2,5.93713,2.17898,9.03326e-05,1.21674e-05;
6,-1,6.02722,-0.819587,0.000101654,1.87966e-06;
6,-2,6.05727,-1.81914,8.88948e-05,8.01778e-06;
6,1,5.96672,1.17938,9.96326e-05,3.89262e-06;
6,0,5.99742,0.179955,9.94708e-05,8.95563e-08;
7,2,6.93594,2.20875,8.82327e-05,8.94772e-06;
7,-2,7.05687,-1.78916,8.72389e-05,5.60766e-06;
7,-1,7.02675,-0.789591,0.000100906,1.27413e-06;
7,1,6.96636,1.20941,0.000107682,3.24546e-06;
7,0,6.99728,0.20996,9.09994e-05,8.19321e-08;
8,1,7.96625,1.23947,0.000102136,2.47251e-06;
8,-2,8.0563,-1.75913,9.68381e-05,4.61714e-06;
8,0,7.99644,0.239944,0.000104273,9.38853e-08;
8,2,7.93644,2.23905,9.80597e-05,7.80487e-06;
8,-1,8.02621,-0.759589,0.000100778,9.02612e-07;
9,-1,9.02621,-0.729632,9.2912e-05,6.07111e-07;
9,0,8.99596,0.269938,0.000105081,9.46145e-08;
9,1,8.96632,1.26954,0.000100298,2.01074e-06;
9,-2,9.05622,-1.72921,0.000102347,3.73147e-06;
9,2,8.936,2.26905,0.000100635,6.48855e-06;
